gene_id,wt_4_0h_rep1,wt_4_0h_rep2,wt_4_0h_rep3,wt_4_12h_rep1,wt_4_12h_rep2,wt_4_12h_rep3,zmice1_1_4_0h_rep1,zmice1_1_4_0h_rep2,zmice1_1_4_0h_rep3,zmice1_1_4_12h_rep1,zmice1_1_4_12h_rep2,zmice1_1_4_12h_rep3
Zm00001eb004590,276,141,227,157,293,216,715,611,605,477,452,510
Zm00001eb004620,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb004630,648,211,238,211,391,163,3316,1870,1249,1620,669,1446
Zm00001eb004700,151,215,196,202,335,260,308,223,167,169,200,213
Zm00001eb004740,25,23,22,44,0,95,16,23,15,27,12,140
Zm00001eb004750,5,0,7,103,139,171,25,0,0,36,70,85
Zm00001eb004760,15,3,15,0,0,6,15,22,39,11,7,22
Zm00001eb004770,261,194,251,123,183,103,390,378,470,105,193,86
Zm00001eb004660,23979,20165,23766,16079,25130,25813,35613,36411,32604,40903,37899,36675
Zm00001eb004670,6163,4724,3678,7541,9455,9923,7167,4675,3170,3529,3317,8115
Zm00001eb004680,359,437,344,252,449,169,894,533,342,423,327,503
Zm00001eb004780,4530,4371,4540,6481,6334,7591,7789,6937,5100,4831,4580,5914
Zm00001eb004790,4384,2738,3541,4471,6136,5509,6480,4912,5203,2953,4390,4918
Zm00001eb004940,2163,1762,2224,2272,3557,3297,2751,2454,2519,2252,2616,2627
Zm00001eb004960,450,501,464,322,775,532,651,921,761,620,698,715
Zm00001eb004990,769,529,681,463,872,713,1575,1220,1390,675,940,986
Zm00001eb005000,659,505,684,276,511,450,774,656,689,300,274,425
Zm00001eb005010,138,212,303,306,295,324,213,211,218,112,180,144
Zm00001eb005020,3535,2396,2675,2900,4583,3517,6579,6157,5446,1884,3550,4577
Zm00001eb005030,471,401,266,342,671,352,1174,1112,1101,521,1377,389
Zm00001eb005040,0,0,0,3,0,4,0,0,0,0,1,0
Zm00001eb005060,181,251,238,162,206,121,322,333,327,189,211,153
Zm00001eb005050,16,22,6,0,28,16,6,16,12,15,21,12
Zm00001eb005100,17,0,9,9,18,12,22,40,28,16,29,82
Zm00001eb005110,46,22,31,108,68,67,226,184,163,155,31,67
Zm00001eb005130,9,0,5,3,8,13,16,7,20,33,6,25
Zm00001eb005120,53,68,53,39,50,53,92,63,96,47,58,76
Zm00001eb005070,4258,3035,4286,3215,4032,4166,7046,7064,6594,4214,4952,5090
Zm00001eb005140,296,134,155,121,252,159,259,175,346,236,370,313
Zm00001eb005170,8,0,0,0,17,15,107,0,0,0,0,0
Zm00001eb005180,64,26,26,78,52,33,0,79,88,43,29,51
Zm00001eb005190,44,16,64,179,116,94,66,29,34,29,38,224
Zm00001eb005210,8,16,40,15,16,30,12,17,48,7,8,33
Zm00001eb005230,448,256,363,127,240,239,571,356,533,188,318,238
Zm00001eb005220,2609,1924,1980,1833,2990,2985,4136,4127,4152,3135,3166,3554
Zm00001eb005270,619,530,571,679,1037,861,1049,1018,818,725,829,917
Zm00001eb005290,0,0,0,0,0,6,3,0,0,4,0,0
Zm00001eb005310,5,4,4,3,5,0,0,0,5,3,0,5
Zm00001eb005300,133,163,108,268,237,529,89,35,61,21,88,208
Zm00001eb005280,1124,1153,1326,644,815,800,1837,1432,1354,513,713,632
Zm00001eb005320,247,141,183,274,541,221,741,435,729,340,463,729
Zm00001eb005240,0,0,0,0,0,0,61,11,0,17,2,28
Zm00001eb005250,288,0,0,8,0,5,57223,23762,1989,16855,608,1522
Zm00001eb005350,4,0,0,0,8,0,0,4,0,4,0,10
Zm00001eb005340,839,744,888,1055,1350,1222,1674,1467,1206,1177,1096,1565
Zm00001eb005370,328,154,256,120,395,184,924,1002,898,333,498,325
Zm00001eb005360,143,136,81,117,218,163,221,180,174,56,135,209
Zm00001eb005400,553,423,430,384,651,505,969,823,853,662,670,843
Zm00001eb005420,2451,2037,2223,2387,3134,3141,3349,2463,2782,1870,2589,2437
Zm00001eb005330,112684,129450,128799,132413,164683,219235,100759,65276,69633,67566,76232,108530
Zm00001eb005380,12891,13853,14231,8811,13255,13797,15154,12985,13590,8795,9839,11990
Zm00001eb005440,334,202,227,468,696,523,433,399,295,313,409,469
Zm00001eb005430,6711,5223,5717,8596,11387,9601,13414,9721,8474,7790,7161,11143
Zm00001eb005390,334,371,427,288,667,325,862,573,611,330,434,544
Zm00001eb005490,24,7,8,7,31,18,20,10,3,12,4,0
Zm00001eb005500,0,0,0,0,0,5,0,0,0,2,0,0
Zm00001eb005520,0,0,0,3,0,0,4,4,0,11,7,2
Zm00001eb005450,8,9,0,97,204,154,29,11,21,79,46,122
Zm00001eb005460,58179,53303,60584,74868,108896,104702,87552,63969,56241,99506,107486,153471
Zm00001eb005540,16,25,22,50,84,112,17,9,16,27,43,53
Zm00001eb005570,218,87,214,65,90,109,297,236,291,83,73,141
Zm00001eb005610,1,0,3,0,1,5,8,1,16,11,17,2
Zm00001eb005620,3,0,0,0,3,0,9,20,0,0,7,10
Zm00001eb005550,2036,1960,2551,1898,2737,2584,2607,2040,1870,1734,1702,2664
Zm00001eb005600,236,97,97,148,144,216,248,226,251,131,194,234
Zm00001eb005530,7037,2711,4143,6405,8574,9563,16179,12042,12663,20280,18941,14012
Zm00001eb005640,22,29,49,46,127,93,99,57,30,80,66,75
Zm00001eb005630,3087,2456,2615,2476,3959,3462,4284,3512,4112,2754,3591,3267
Zm00001eb005680,124,109,95,62,53,51,560,291,322,53,82,142
Zm00001eb005660,2777,1909,2312,2485,3973,4417,4143,3342,4225,5184,5976,6976
Zm00001eb005670,947,729,854,754,1386,1056,1413,841,1415,583,856,980
Zm00001eb005700,725,469,408,125,155,165,892,454,904,136,181,364
Zm00001eb005690,324,456,385,495,565,639,494,373,380,443,446,641
Zm00001eb005730,174,219,215,561,541,1112,188,72,171,310,328,445
Zm00001eb005710,997,874,823,1125,1687,1102,1267,904,1131,696,1280,1071
Zm00001eb005720,6,20,18,85,84,44,15,0,8,7,34,19
Zm00001eb005770,187,191,256,188,245,192,297,243,292,152,205,243
Zm00001eb005760,4418,4196,3532,6097,8462,6305,6812,3587,4003,2445,3125,5451
Zm00001eb005800,0,0,0,11,0,5,28,7,24,14,7,7
Zm00001eb005780,181,141,68,233,231,305,476,232,301,740,741,1186
Zm00001eb005790,1043,769,844,497,948,750,1217,938,1067,545,466,1538
Zm00001eb005850,284,258,272,459,565,442,455,359,202,299,231,501
Zm00001eb005860,123,78,160,173,192,179,816,677,275,232,288,356
Zm00001eb005910,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb005900,126,74,61,83,190,200,1427,691,1694,820,748,554
Zm00001eb005810,2,4,0,68,77,62,5,2,0,34,52,73
Zm00001eb005820,20055,22449,21025,29222,33238,37511,24608,17697,16674,13168,14803,21593
Zm00001eb005830,1044,860,915,1794,2217,1359,2077,1256,1311,641,879,1550
Zm00001eb005840,569,232,225,268,546,517,1176,1299,1258,994,1258,1096
Zm00001eb005940,0,4,0,0,0,0,0,0,0,0,0,0
Zm00001eb005930,1894,1431,1381,1381,2126,1876,2511,1266,1529,743,699,2032
Zm00001eb005920,1722,634,911,929,1694,1458,6287,5107,3917,4378,4213,3580
Zm00001eb005970,10,6,11,0,16,0,38,22,29,12,6,26
Zm00001eb005980,40,7,20,361,439,588,883,798,801,368,507,287
Zm00001eb005960,3651,2183,2709,2220,4234,3021,6230,5799,7035,3665,5254,4187
Zm00001eb005950,8372,9147,10501,9860,12343,13544,9732,8496,8119,6021,7392,8120
Zm00001eb005990,366,98,122,1102,2925,1720,6870,4618,5659,3572,4024,1369
Zm00001eb006000,146,107,224,3228,3415,5486,4810,909,1304,2722,1678,2856
Zm00001eb006010,22,0,0,0,2,8,20,20,20,43,23,18
Zm00001eb006020,9462,5927,6364,7480,10129,3832,14207,9995,11440,4233,5329,8626
Zm00001eb006030,0,3,4,0,0,3,2,0,0,3,0,0
Zm00001eb006050,8,30,4,0,10,7,37,82,317,0,39,19
Zm00001eb006060,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb006040,500,552,722,628,935,784,2000,1445,953,984,859,878
Zm00001eb006100,6,12,7,0,9,7,23,31,15,8,15,34
Zm00001eb006120,12,3,4,2,7,0,10,12,7,3,3,0
Zm00001eb006080,5274,5161,5256,5379,6951,7627,8475,7068,6852,7400,6205,7369
Zm00001eb006090,62,64,51,52,14,38,73,95,37,35,32,29
Zm00001eb006180,164,214,223,168,292,157,232,238,210,35,168,74
Zm00001eb006190,3,0,0,7,0,0,7,7,7,0,0,4
Zm00001eb006200,3,8,23,0,8,0,27,168,106,18,52,0
Zm00001eb006150,351,216,247,134,337,213,634,553,724,314,536,436
Zm00001eb006140,3106,2351,2361,2280,3913,2951,4718,3472,4967,3114,4036,3791
Zm00001eb006230,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb006260,0,0,0,14,0,8,0,0,0,0,0,0
Zm00001eb006250,0,4,4,17,11,14,45,13,0,26,12,0
Zm00001eb006210,0,1549,2901,23232,28903,25490,2831,2000,2337,8688,12457,23516
Zm00001eb006220,2313,1550,0,1677,1997,6009,1358,0,0,954,326,3363
Zm00001eb006290,0,0,0,3,0,0,0,0,0,9,7,0
Zm00001eb006270,6989,3119,4671,4240,6264,5276,13874,13462,10008,10889,7532,7653
Zm00001eb006280,8,11,7,11,12,28,45,76,14,108,57,47
Zm00001eb006310,20,9,23,117,184,202,53,47,103,47,71,54
Zm00001eb006340,3,0,3,2,10,0,24,22,9,0,4,3
Zm00001eb006320,28,26,66,35,77,74,183,174,105,54,98,51
Zm00001eb006330,18,15,13,15,17,14,50,50,25,20,18,17
Zm00001eb006300,8094,5830,7383,5421,7728,8043,11026,9176,8533,4699,6361,6178
Zm00001eb006360,4,0,0,16,24,42,0,4,0,22,14,35
Zm00001eb006380,515,306,409,259,460,351,703,697,637,288,498,394
Zm00001eb006350,2254,1336,2499,4314,7068,4999,4332,3700,5440,5336,6848,10378
Zm00001eb006400,468,235,260,335,625,351,570,301,759,194,365,450
Zm00001eb006390,1789,1622,2117,1499,2128,2415,3028,2574,2217,1238,1632,2039
Zm00001eb006420,20,0,0,6,11,13,708,448,2330,59,786,46
Zm00001eb006410,483,45,33,37,390,51,1730,2696,5072,399,1910,213
Zm00001eb006430,8,0,0,0,35,4,309,185,1394,79,751,37
Zm00001eb006440,123,11,66,41,46,49,1131,427,2499,159,635,105
Zm00001eb006460,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb006450,469,404,374,486,707,733,450,449,450,429,557,576
Zm00001eb006470,3826,5009,4458,2603,2792,3835,3560,3421,2552,1511,2086,2404
Zm00001eb006480,137,72,54,104,150,292,140,71,139,197,285,266
Zm00001eb006520,222,187,153,143,232,137,438,343,261,114,142,209
Zm00001eb006530,94,23,12,34,45,20,265,131,192,94,130,124
Zm00001eb006510,1451,992,1340,1058,1839,1362,1892,2149,2094,1632,1574,1352
Zm00001eb006550,140,110,120,98,129,92,215,113,166,118,124,176
Zm00001eb006540,923,436,568,745,1351,880,1979,1394,1710,1754,2011,2067
Zm00001eb006560,2160,1718,2721,2122,3004,3227,3547,3726,3080,2356,2742,2415
Zm00001eb006580,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb006570,2768,2001,2502,1911,3452,2904,3654,3477,3239,2616,2937,3090
Zm00001eb006600,17,7,10,15,0,0,6,18,0,0,4,16
Zm00001eb006610,0,2,4,4,33,0,27,16,16,3,18,4
Zm00001eb006590,49,66,52,73,117,114,194,73,94,122,91,250
Zm00001eb006620,2700,2542,2699,2886,4187,3325,7244,4927,3093,2420,2663,3391
Zm00001eb006670,0,0,0,0,12,2,50,31,10,22,11,16
Zm00001eb006660,1576,626,983,720,1040,1063,6914,5398,3414,2415,2786,2455
Zm00001eb006680,192,15,73,246,339,255,489,153,161,368,181,323
Zm00001eb006690,240,48,214,8174,12208,10361,9012,5212,1723,2661,2203,8150
Zm00001eb006700,253,0,353,672,703,738,1623,789,586,1811,2005,1725
Zm00001eb006710,33,16,17,95,152,146,504,180,108,204,251,462
Zm00001eb006730,0,3,9,0,25,22,0,19,10,11,11,9
Zm00001eb006760,595,494,532,270,498,440,1310,1205,1421,312,824,413
Zm00001eb006720,562,367,1158,3797,4747,3644,7049,3086,1787,5864,3976,5733
Zm00001eb006790,0,0,0,0,0,0,1,0,0,4,0,0
Zm00001eb006810,47,0,40,0,35,55,148,147,60,15,0,47
Zm00001eb006820,44,94,170,53,40,11,128,131,94,49,32,54
Zm00001eb006770,910,343,296,210,393,510,3587,4583,3433,1243,3421,1920
Zm00001eb006850,128,83,66,57,199,79,438,461,534,305,520,251
Zm00001eb006860,30,19,12,26,30,4,124,64,55,14,43,11
Zm00001eb006830,7360,8547,6723,9808,10189,12023,9267,7165,8281,5115,7711,8165
Zm00001eb006870,1384,1079,1311,1277,1901,1649,2535,2414,2537,1975,2061,2396
Zm00001eb006900,97,94,92,94,114,132,122,121,108,78,83,96
Zm00001eb006890,34,27,24,22,73,36,244,201,104,79,72,40
Zm00001eb006880,784,415,798,1033,2188,1384,4031,2185,2319,2616,2128,1832
Zm00001eb006910,1180,1064,1175,1020,1435,1566,1564,1192,1400,1094,1284,1318
Zm00001eb006930,91,111,66,152,153,121,105,103,77,103,80,230
Zm00001eb006920,695,306,381,296,565,303,891,1169,1206,487,744,493
Zm00001eb007000,32,29,19,75,161,115,141,61,45,88,64,94
Zm00001eb006950,8,0,6,7,21,9,19,14,45,20,31,10
Zm00001eb006940,400,162,248,129,229,101,2616,3239,3056,887,1570,485
Zm00001eb007010,344,280,369,388,657,479,570,447,508,412,500,673
Zm00001eb007030,3502,3282,3468,2879,3783,4301,4982,4586,4066,3292,3390,3344
Zm00001eb007050,2981,2569,3295,2449,3781,3255,4907,5133,3807,2710,3025,3023
Zm00001eb007070,12,15,4,24,10,36,8,5,7,21,11,73
Zm00001eb007080,220,269,248,192,233,284,329,222,248,134,175,258
Zm00001eb007060,3218,1728,2607,2985,4912,4782,11964,9467,5618,8379,6403,6348
Zm00001eb007100,14,12,0,0,23,7,10,17,27,20,11,14
Zm00001eb007090,3916,4308,4227,4844,6618,6404,6971,6411,5764,4557,5463,5745
Zm00001eb007140,14,0,12,12,27,13,53,42,56,43,86,76
Zm00001eb007130,1222,715,1006,900,1424,1082,2314,2144,1943,1307,1497,1643
Zm00001eb007150,531,438,478,307,473,443,706,552,701,384,604,525
Zm00001eb007170,219,131,165,161,218,259,689,184,210,120,163,312
Zm00001eb007190,134,130,120,71,83,63,367,268,215,94,157,129
Zm00001eb007200,16,3,10,6,24,23,16,17,28,8,12,4
Zm00001eb007180,2069,1657,1808,1976,2613,2671,2338,1789,2096,1192,1615,1590
Zm00001eb007210,13,4,6,6,5,4,19,10,7,2,14,28
Zm00001eb007220,949,872,1027,540,783,659,1360,1463,1286,781,902,1012
Zm00001eb007240,301,253,294,282,446,399,466,368,559,375,463,364
Zm00001eb007300,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb007310,68,100,112,71,153,169,127,75,71,92,96,222
Zm00001eb007320,1141,1301,1173,963,1333,1258,2157,1112,1227,710,649,1976
Zm00001eb007440,1456,1215,1175,1337,1599,1582,1719,1237,1639,754,1105,1365
Zm00001eb007450,0,0,0,9,9,3,0,0,0,0,4,0
Zm00001eb007460,0,0,0,5,4,14,0,0,0,0,0,0
Zm00001eb007470,30,38,36,25,30,40,338,231,170,54,57,58
Zm00001eb007480,0,0,7,0,0,0,78,28,3,3,8,0
Zm00001eb007270,1332,1042,1332,1707,2505,2609,2341,1919,3426,1195,1726,1563
Zm00001eb007280,10955,10508,10151,14451,19906,18232,14201,10054,13324,5315,9677,11829
Zm00001eb007250,6577,6701,7119,8230,9501,11005,10262,7105,7902,8619,8292,7928
Zm00001eb007260,2,0,2,6,2,7,25,10,6,3,5,12
Zm00001eb007490,107,219,248,131,224,164,373,45,55,128,37,207
Zm00001eb007500,230,246,395,260,331,323,388,130,181,114,152,217
Zm00001eb007550,0,0,0,0,0,0,0,4,0,0,0,8
Zm00001eb007560,0,0,0,0,0,0,0,2,4,0,4,2
Zm00001eb007510,766,804,912,786,1041,1056,1374,1233,878,667,759,934
Zm00001eb007520,0,0,0,4,0,0,0,3,0,0,0,0
Zm00001eb007530,47,14,57,64,63,70,115,84,55,38,53,52
Zm00001eb007590,61,64,55,39,56,67,204,99,93,45,128,106
Zm00001eb007570,1426,1347,1475,1131,1767,1482,2233,2200,1749,1121,1214,1079
Zm00001eb007610,107,39,106,66,96,105,172,162,192,115,104,213
Zm00001eb007640,34,7,19,25,63,62,85,85,81,73,71,112
Zm00001eb007600,2170,1576,1897,1574,2667,2424,4430,4286,3353,2644,2556,2495
Zm00001eb007660,2,4,0,0,6,5,7,0,0,4,0,8
Zm00001eb007650,2282,1059,1913,11899,27852,28004,9717,11337,11593,10845,14787,10215
Zm00001eb007670,8812,8510,9349,5991,8178,5374,16058,14617,16063,3356,4809,7553
Zm00001eb007700,290,268,286,265,414,216,461,379,449,192,310,355
Zm00001eb007680,296,137,333,92,174,225,545,594,660,239,399,455
Zm00001eb007690,1632,1495,1416,1492,2065,1960,1925,1689,1676,1185,1355,1479
Zm00001eb007720,372,449,575,381,826,498,705,600,551,438,668,620
Zm00001eb007730,689,506,574,546,829,903,1203,1225,1161,1208,1556,1095
Zm00001eb007770,27,21,25,10,21,14,25,36,44,34,21,34
Zm00001eb007750,237,152,239,152,392,182,391,476,542,256,433,430
Zm00001eb007740,23,10,18,0,7,0,165,94,115,10,36,15
Zm00001eb007760,422,333,313,193,566,254,471,422,629,251,516,340
Zm00001eb007790,0,4,0,4,0,6,4,21,8,8,0,0
Zm00001eb007780,1672,1170,1574,914,1697,1646,2913,2940,2480,1847,2175,1795
Zm00001eb007800,1540,926,1058,646,1120,1063,2227,1868,2055,1541,1894,1569
Zm00001eb007810,815,734,890,694,1047,1237,1174,838,1103,830,871,841
Zm00001eb007820,219,141,109,152,278,240,459,340,402,201,265,212
Zm00001eb007830,394,315,403,267,396,478,505,416,479,297,402,445
Zm00001eb007840,0,0,0,0,3,0,4,0,15,7,9,0
Zm00001eb007850,1290,1058,759,491,1517,235,4033,1670,1947,464,643,640
Zm00001eb007870,35,19,27,42,52,30,346,101,105,62,86,79
Zm00001eb007880,16,0,0,0,24,0,79,45,21,8,13,5
Zm00001eb007900,20,0,4,27,44,12,18,12,4,20,25,9
Zm00001eb007920,79,45,53,61,92,44,93,91,56,30,48,41
Zm00001eb007940,6,0,0,8,0,0,0,0,0,0,0,0
Zm00001eb007930,14,22,13,8,15,24,20,21,24,12,35,30
Zm00001eb007950,0,0,4,8,15,9,4,3,101,7,16,0
Zm00001eb007860,1359,638,1149,983,1591,1698,2012,2107,2113,2639,2836,2621
Zm00001eb007960,172,198,141,169,273,229,235,237,185,118,256,271
Zm00001eb008010,159,62,104,92,211,129,1024,508,458,420,405,478
Zm00001eb008050,0,0,0,0,0,0,4,4,0,10,0,0
Zm00001eb008040,228,178,293,188,483,263,716,550,435,330,390,439
Zm00001eb008020,113,69,107,109,158,113,387,283,248,86,198,218
Zm00001eb008030,77,45,68,86,107,71,270,216,150,80,129,102
Zm00001eb008060,2066,1424,1856,1954,2532,2767,2942,2343,2720,1779,2347,2621
Zm00001eb008070,7779,4460,4359,3685,5359,4092,12190,10674,12606,2669,4315,5202
Zm00001eb008080,3906,2951,4195,8763,8693,9875,7806,5588,4023,4301,4429,11088
Zm00001eb008090,864,842,832,791,1136,1210,1240,953,644,857,794,840
Zm00001eb008130,4,3,4,11,0,21,5,0,0,8,0,0
Zm00001eb008110,38,50,65,1857,2278,2352,525,321,474,298,369,1279
Zm00001eb008140,0,11,8,9,8,15,45,26,45,33,56,52
Zm00001eb008150,259,218,312,102,96,126,140,131,236,33,33,70
Zm00001eb008100,3751,2646,2586,3678,5864,4214,5244,3385,4302,2819,3432,4196
Zm00001eb008160,336,253,322,340,396,350,504,330,298,240,443,461
Zm00001eb008180,81,24,8,0,20,4,922,1129,7100,205,5931,75
Zm00001eb008220,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb008200,69,82,53,67,228,159,1183,927,1069,413,509,314
Zm00001eb008260,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb008250,93,41,17,42,26,61,150,29,49,70,113,357
Zm00001eb008240,0,0,8,0,0,0,9,0,12,5,3,9
Zm00001eb008170,2218,3075,2259,2493,4017,3697,2395,1505,1757,3547,3352,3965
Zm00001eb008270,967,397,504,69,161,134,965,1503,1209,464,483,464
Zm00001eb008290,485,214,273,44,62,72,437,842,577,139,226,145
Zm00001eb008310,1107,864,1049,955,1197,1055,1455,1381,1153,854,1111,1334
Zm00001eb008350,0,5,0,0,0,0,5,0,0,3,0,0
Zm00001eb008340,5366,4184,5148,3507,4988,4380,8038,7672,7450,4550,5117,4352
Zm00001eb008370,1317,1051,1064,1886,2710,1854,2132,1147,1811,1283,1476,2547
Zm00001eb008410,102,47,81,47,125,92,121,154,131,56,65,135
Zm00001eb008400,2442,1686,2352,1902,2946,2836,2896,2284,3110,1924,2659,2530
Zm00001eb008420,363,396,491,396,573,547,638,350,413,1038,1363,1168
Zm00001eb008430,3685,3333,3653,2618,3791,3792,3827,2457,2950,1475,2247,2809
Zm00001eb008460,449,432,540,228,545,332,1186,1102,1014,555,999,505
Zm00001eb008440,2720,1064,1418,1356,2126,1928,7585,5680,4247,5799,3774,3864
Zm00001eb008450,821,414,806,898,1530,815,2102,2441,1552,1547,1385,1349
Zm00001eb008470,917,824,679,617,1340,774,1398,1303,1767,618,1241,956
Zm00001eb008480,5493,4850,5831,4321,4664,6033,8945,7103,5595,5693,4823,5406
Zm00001eb008500,15,10,26,4,38,0,29,28,4,25,22,23
Zm00001eb008520,41,33,59,29,28,20,63,37,27,18,34,26
Zm00001eb008530,30,41,49,32,71,50,63,63,75,19,37,34
Zm00001eb008490,2216,1239,1450,1454,2570,2166,4319,3397,3500,2828,3348,3954
Zm00001eb008360,89020,26960,40483,54011,81648,75281,174395,122527,164660,210673,141494,201861
Zm00001eb008550,8626,6178,8445,4573,8582,6144,14335,14257,14831,8490,9580,6449
Zm00001eb008580,42,28,31,56,58,39,97,116,68,41,84,67
Zm00001eb008590,165,78,88,43,105,54,153,131,272,110,216,145
Zm00001eb008570,4544,2964,4217,3115,4482,4575,6188,7483,5388,3501,4135,3754
Zm00001eb008610,7137,5436,6430,6098,9372,8946,9615,9121,9500,8960,9646,9367
Zm00001eb008640,682,433,638,433,765,609,800,617,872,442,861,702
Zm00001eb008620,2378,2386,2469,2506,3482,3196,4493,4214,3206,3034,3272,3082
Zm00001eb008650,3951,3085,3408,3049,4030,4190,5272,4279,4149,2269,3145,3238
Zm00001eb008680,4,3,0,0,16,16,11,11,7,19,21,44
Zm00001eb008660,718,324,530,193,802,394,2059,1903,1656,1016,1036,640
Zm00001eb008690,97,19,24,4,50,9,220,225,161,55,28,26
Zm00001eb008700,4427,3430,4271,3021,4796,5498,6453,6210,6758,3905,5221,4595
Zm00001eb008710,733,398,668,554,767,1120,599,712,1384,1546,1549,2254
Zm00001eb008720,594,511,571,400,755,613,948,910,755,757,758,909
Zm00001eb008750,0,0,0,4,0,5,0,0,9,0,0,9
Zm00001eb008730,2167,1636,1910,1572,2177,2136,2059,1300,1201,561,857,1014
Zm00001eb008800,214,200,198,427,433,503,376,121,70,38,85,233
Zm00001eb008780,2408,1731,2308,1362,2521,1956,3969,4736,3837,1933,2781,2223
Zm00001eb008790,102,43,60,91,183,105,251,187,255,153,252,151
Zm00001eb008840,0,0,0,0,4,1,0,2,6,7,6,2
Zm00001eb008830,54,22,29,48,55,68,216,190,61,62,69,129
Zm00001eb008810,9516,6058,5676,4763,10690,5583,27495,26950,26648,9600,9217,5641
Zm00001eb008820,9,0,5,6,9,1,37,11,77,4,3,8
Zm00001eb008850,1137,1086,1167,965,1368,1504,1521,826,1128,1213,1284,1298
Zm00001eb008880,885,547,424,408,812,336,1480,1131,1408,267,535,587
Zm00001eb008890,26,29,29,17,24,44,68,75,68,57,53,49
Zm00001eb008900,346,228,267,96,376,277,569,522,938,390,677,709
Zm00001eb008910,8041,7932,6943,9605,9998,11866,13543,5965,7683,4854,5271,8864
Zm00001eb008930,44,11,43,14,33,43,105,154,133,24,112,46
Zm00001eb008920,9961,5895,6008,9471,11682,6326,9348,8392,7443,2911,3211,5967
Zm00001eb008960,0,0,0,0,0,4,0,0,4,0,0,0
Zm00001eb008980,0,0,0,0,0,0,8,17,23,0,0,0
Zm00001eb008990,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb008940,0,1092,48,41,0,0,0,0,0,4,4,0
Zm00001eb008950,2292,1300,2477,1812,2196,2035,3066,2796,2358,2223,1826,2174
Zm00001eb009020,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb009010,308,120,140,235,331,337,587,919,909,745,670,751
Zm00001eb009060,1109,1176,1137,879,1315,1263,1400,1240,1077,469,690,1004
Zm00001eb009070,294,265,279,185,350,278,497,328,514,296,578,344
Zm00001eb009080,1724,1144,1110,1018,1229,1106,2536,1530,2158,572,742,1168
Zm00001eb009090,5620,4575,4432,6476,10648,7640,7312,5065,6079,2757,5932,4660
Zm00001eb009100,2201,1623,2164,2274,3686,3330,2857,2911,2603,2354,2331,2362
Zm00001eb009120,38,51,23,0,42,75,101,86,41,48,8,23
Zm00001eb009130,93,79,118,83,203,138,152,46,140,85,119,118
Zm00001eb009110,1702,1069,1460,1274,1888,1544,3139,3455,3211,1964,2619,2258
Zm00001eb009150,0,0,0,8,29,8,13,0,5,19,25,31
Zm00001eb009140,1723,1947,2456,1756,2518,2405,2766,2106,2780,2031,1764,1740
Zm00001eb009160,3102,2342,2329,2016,3312,3903,5463,4656,5188,1628,2559,3292
Zm00001eb009230,1,2,0,0,1,0,2,3,1,2,2,0
Zm00001eb009170,729,563,803,406,456,462,2460,2335,956,877,488,622
Zm00001eb009240,3078,3024,2596,2914,4940,3787,3751,2844,2247,1764,2197,3316
Zm00001eb009250,954,1242,1012,2389,2610,2712,1204,402,547,620,848,2259
Zm00001eb009260,22,23,15,13,9,10,0,5,0,8,0,3
Zm00001eb009270,8,29,46,13,20,25,22,13,8,9,20,11
Zm00001eb009290,19,46,68,49,54,37,39,20,30,33,30,28
Zm00001eb009320,748,672,603,673,1198,642,1680,1149,1447,310,738,748
Zm00001eb009330,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb009350,0,8,5,7,0,10,0,0,0,0,0,0
Zm00001eb009340,147,8,5,7,14,10,518,276,198,222,100,143
Zm00001eb009310,3006,1681,2168,1240,2772,2233,3931,3793,4195,2197,3523,2586
Zm00001eb009360,176,269,222,346,447,533,323,221,199,292,497,614
Zm00001eb009400,0,8,0,0,4,0,0,10,0,0,0,0
Zm00001eb009370,2338,2153,2444,2363,2989,3325,2884,2623,2417,1592,1985,1912
Zm00001eb009430,1238,849,1094,902,1634,1377,2271,2136,1973,1318,1433,1145
Zm00001eb009460,941,778,734,779,896,970,1051,685,906,426,463,941
Zm00001eb009470,0,0,0,0,0,0,0,0,0,66,0,0
Zm00001eb009480,1875,1482,1779,752,1092,896,2864,2565,2683,988,1007,1198
Zm00001eb009490,345,195,231,227,416,316,438,273,249,246,319,414
Zm00001eb009500,4717,3869,3356,5029,7253,5505,6168,4433,5675,2098,3253,4448
Zm00001eb009510,1476,907,1316,967,1676,957,2927,3442,1827,974,1484,1273
Zm00001eb009530,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb009520,249,244,281,391,599,562,460,113,359,898,1134,914
Zm00001eb009550,497,402,403,958,1612,1172,1467,698,859,1141,1067,1720
Zm00001eb009570,243,220,293,304,706,377,2775,1893,1179,768,729,782
